scenario,generation,mean_correct,std_correct,mean_wrong_no_error,std_wrong_no_error,mean_error,std_error,n_contexts
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.477995,0.430668,0.250130,0.364606,0.271875,0.432589,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.470964,0.430429,0.250911,0.364931,0.278125,0.435150,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.479557,0.435510,0.245443,0.366098,0.275000,0.434979,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.479948,0.439689,0.245052,0.366133,0.275000,0.439697,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.491667,0.446207,0.244271,0.366284,0.264062,0.439468,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.493229,0.450834,0.242708,0.366906,0.264062,0.442707,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.494010,0.451681,0.241927,0.367375,0.264062,0.442707,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.494792,0.452525,0.239583,0.368663,0.265625,0.445157,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.454818,0.382169,0.273958,0.324796,0.271224,0.397370,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.476302,0.393309,0.271615,0.332259,0.252083,0.390614,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.497656,0.404157,0.267969,0.337364,0.234375,0.391971,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.523958,0.402756,0.254948,0.339476,0.221094,0.381185,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.550911,0.408060,0.251432,0.342015,0.197656,0.373149,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.569271,0.404311,0.251042,0.340374,0.179688,0.366095,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.571615,0.405710,0.258073,0.341849,0.170312,0.370191,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.569661,0.409037,0.256901,0.340843,0.173438,0.376383,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.573958,0.411453,0.251042,0.338269,0.175000,0.379641,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.576302,0.411741,0.246354,0.337193,0.177344,0.380260,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0001,0.467318,0.388476,0.261979,0.330270,0.270703,0.392857,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0002,0.505078,0.390136,0.251172,0.326429,0.243750,0.382193,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0003,0.516536,0.387266,0.252214,0.313617,0.231250,0.379902,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0004,0.557031,0.410959,0.250000,0.330037,0.192969,0.376899,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0005,0.560677,0.421881,0.250260,0.341610,0.189062,0.375803,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0006,0.565885,0.419702,0.248177,0.339040,0.185937,0.370164,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0007,0.577995,0.415314,0.249349,0.343478,0.172656,0.359997,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0008,0.579167,0.418362,0.270833,0.362458,0.150000,0.349262,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0009,0.576042,0.418571,0.274740,0.365860,0.149219,0.350226,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0010,0.580729,0.420425,0.270833,0.366053,0.148438,0.350053,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0001,0.491536,0.377884,0.276693,0.324687,0.231771,0.376875,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0002,0.519141,0.371848,0.283203,0.326776,0.197656,0.349879,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0003,0.551432,0.381672,0.284505,0.330817,0.164062,0.336234,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0004,0.570703,0.384639,0.294141,0.338670,0.135156,0.328377,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0005,0.586068,0.387427,0.291276,0.341673,0.122656,0.318220,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0006,0.592708,0.383774,0.295573,0.337517,0.111719,0.314307,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0007,0.584245,0.389020,0.301693,0.346446,0.114062,0.315155,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0008,0.573438,0.394447,0.314063,0.355781,0.112500,0.314466,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0009,0.571224,0.395708,0.315495,0.357977,0.113281,0.314749,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0010,0.576693,0.399515,0.309245,0.360626,0.114062,0.315155,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.454557,0.379318,0.269271,0.325144,0.276172,0.384610,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.468359,0.388211,0.269922,0.327971,0.261719,0.385629,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.480469,0.376928,0.275781,0.323774,0.243750,0.378437,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.492969,0.377796,0.278906,0.323260,0.228125,0.382751,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.518620,0.400693,0.272786,0.332035,0.208594,0.382302,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.531771,0.404396,0.261198,0.330948,0.207031,0.391565,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.537370,0.406183,0.257161,0.330427,0.205469,0.389965,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.536328,0.401766,0.265234,0.332769,0.198437,0.386064,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.540625,0.397111,0.274219,0.333107,0.185156,0.376879,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.551562,0.397320,0.272656,0.334645,0.175781,0.376386,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0001,0.497917,0.378611,0.281771,0.331100,0.220312,0.365009,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0002,0.506510,0.376824,0.299740,0.340754,0.193750,0.349433,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0003,0.546615,0.380594,0.292448,0.338361,0.160938,0.332555,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0004,0.589844,0.390559,0.289844,0.342372,0.120312,0.308571,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0005,0.584635,0.398667,0.304427,0.357093,0.110937,0.305566,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0006,0.585156,0.392299,0.310156,0.352725,0.104688,0.298238,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0007,0.601693,0.388813,0.300651,0.349717,0.097656,0.289832,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0008,0.598307,0.395308,0.309505,0.357481,0.092188,0.289117,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0009,0.595052,0.404774,0.312760,0.368750,0.092188,0.289117,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0010,0.594271,0.403143,0.313542,0.367158,0.092188,0.289117,64
