scenario,generation,mean_correct,std_correct,mean_wrong_no_error,std_wrong_no_error,mean_error,std_error,n_contexts
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.491276,0.435317,0.244661,0.361121,0.264062,0.435477,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.493620,0.437540,0.243880,0.361219,0.262500,0.435161,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.496745,0.438888,0.243880,0.361493,0.259375,0.435605,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.493229,0.441046,0.244271,0.361486,0.262500,0.440598,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.493229,0.441046,0.244271,0.361486,0.262500,0.440598,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.490104,0.443856,0.244271,0.361486,0.265625,0.445157,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.490104,0.443856,0.244271,0.361486,0.265625,0.445157,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.490885,0.444721,0.243490,0.361966,0.265625,0.445157,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.453385,0.387588,0.262630,0.322540,0.283984,0.399090,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.482292,0.395428,0.265625,0.333381,0.252083,0.391257,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.523438,0.394749,0.253125,0.322726,0.223438,0.382864,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.547005,0.403595,0.242839,0.319808,0.210156,0.384541,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.571615,0.400833,0.231510,0.319393,0.196875,0.372878,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.595182,0.399823,0.226693,0.323186,0.178125,0.361421,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.606120,0.405912,0.234505,0.328530,0.159375,0.358444,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.595443,0.416436,0.245964,0.344934,0.158594,0.361715,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.592708,0.417717,0.247917,0.348599,0.159375,0.365026,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.595573,0.419385,0.247396,0.347988,0.157031,0.365677,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0001,0.455729,0.392196,0.257552,0.331179,0.286719,0.407494,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0002,0.488151,0.392326,0.258724,0.327332,0.253125,0.392375,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0003,0.497786,0.399631,0.279557,0.347344,0.222656,0.380469,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0004,0.519922,0.416671,0.288672,0.361378,0.191406,0.378547,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0005,0.525651,0.422179,0.282943,0.364237,0.191406,0.384373,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0006,0.528646,0.420162,0.283073,0.361547,0.188281,0.379927,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0007,0.530729,0.416854,0.291146,0.362445,0.178125,0.374788,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0008,0.522135,0.413443,0.304427,0.364765,0.173438,0.372568,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0009,0.507292,0.420966,0.316927,0.379751,0.175781,0.379744,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0010,0.502604,0.423278,0.321615,0.384495,0.175781,0.379744,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0001,0.496094,0.376816,0.273047,0.320932,0.230859,0.372990,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0002,0.530729,0.369511,0.270833,0.314750,0.198438,0.349031,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0003,0.560417,0.373228,0.268490,0.313625,0.171094,0.334380,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0004,0.585026,0.390798,0.282161,0.340103,0.132812,0.325164,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0005,0.565495,0.405109,0.297786,0.365891,0.136719,0.336089,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0006,0.561589,0.405780,0.302474,0.368806,0.135937,0.334933,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0007,0.560807,0.408579,0.308724,0.370320,0.130469,0.334120,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0008,0.551042,0.407057,0.318490,0.372135,0.130469,0.334120,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0009,0.556510,0.408902,0.312240,0.372077,0.131250,0.334700,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0010,0.558854,0.412674,0.309115,0.375142,0.132031,0.335394,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.453255,0.373958,0.267057,0.315238,0.279687,0.389619,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.481641,0.384812,0.251172,0.311628,0.267187,0.392410,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.505339,0.394638,0.243880,0.314407,0.250781,0.399950,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.521094,0.405770,0.247656,0.329005,0.231250,0.398360,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.543620,0.404651,0.248568,0.329300,0.207812,0.389364,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.552604,0.418153,0.246615,0.336443,0.200781,0.398259,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.550651,0.421245,0.245443,0.338032,0.203906,0.405156,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.556901,0.424333,0.238411,0.337627,0.204687,0.404902,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.556510,0.423532,0.240365,0.337850,0.203125,0.405505,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.556901,0.424707,0.239974,0.339085,0.203125,0.405505,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0001,0.487240,0.379768,0.280990,0.331903,0.231771,0.369144,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0002,0.532422,0.387008,0.287370,0.333509,0.180208,0.343982,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0003,0.553646,0.384802,0.295573,0.330840,0.150781,0.316540,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0004,0.579297,0.383411,0.305078,0.336816,0.115625,0.295988,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0005,0.584896,0.383830,0.311979,0.341919,0.103125,0.279863,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0006,0.594271,0.386971,0.310417,0.342319,0.095312,0.272950,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0007,0.599349,0.390598,0.306901,0.341728,0.093750,0.275954,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0008,0.594792,0.384268,0.310677,0.336799,0.094531,0.275467,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0009,0.588802,0.392905,0.318229,0.348766,0.092969,0.275143,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0010,0.586849,0.391997,0.320964,0.350554,0.092187,0.274905,64
