scenario,generation,mean_correct,std_correct,mean_wrong_no_error,std_wrong_no_error,mean_error,std_error,n_contexts
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.485677,0.444582,0.239323,0.361573,0.275000,0.445792,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.485286,0.445962,0.238151,0.362098,0.276562,0.447122,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.484505,0.444776,0.237370,0.360754,0.278125,0.448443,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.490365,0.444889,0.233073,0.358242,0.276562,0.446412,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.490755,0.445354,0.232682,0.357072,0.276562,0.447122,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.458073,0.387142,0.260677,0.323405,0.281250,0.399553,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.508594,0.390080,0.235937,0.303702,0.255469,0.399515,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.529167,0.402571,0.241927,0.323656,0.228906,0.393781,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.555990,0.410084,0.241667,0.329301,0.202344,0.385494,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.565365,0.407560,0.254167,0.337187,0.180469,0.371998,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.578385,0.401921,0.260677,0.341441,0.160938,0.357956,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.582682,0.400909,0.262630,0.342200,0.154687,0.354531,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.581510,0.397414,0.266146,0.339649,0.152344,0.351801,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.583073,0.397085,0.266927,0.338967,0.150000,0.350962,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.587760,0.401334,0.265365,0.340794,0.146875,0.351400,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0001,0.473438,0.389670,0.265625,0.325762,0.260937,0.395056,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0002,0.505859,0.400365,0.258203,0.330676,0.235937,0.381046,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0003,0.517969,0.402618,0.266406,0.340187,0.215625,0.369564,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0004,0.529427,0.412361,0.286979,0.363545,0.183594,0.373003,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0005,0.547526,0.421615,0.295443,0.377921,0.157031,0.358443,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0006,0.552995,0.423958,0.296224,0.383247,0.150781,0.350679,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0007,0.558073,0.429921,0.298177,0.385725,0.143750,0.350000,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0008,0.561979,0.431073,0.295052,0.385492,0.142969,0.349928,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0009,0.560417,0.427881,0.295052,0.382495,0.144531,0.350183,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0010,0.569010,0.428461,0.285677,0.380277,0.145313,0.350478,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0001,0.495964,0.387466,0.278255,0.329377,0.225781,0.376069,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0002,0.533724,0.381617,0.285807,0.326894,0.180469,0.349786,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0003,0.557031,0.391691,0.278906,0.332983,0.164062,0.336705,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0004,0.569531,0.403026,0.289844,0.351096,0.140625,0.322549,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0005,0.570312,0.396585,0.301562,0.355676,0.128125,0.320327,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0006,0.570443,0.397179,0.305339,0.359304,0.124219,0.321084,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0007,0.572396,0.403208,0.304948,0.364830,0.122656,0.316971,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0008,0.568490,0.401388,0.308073,0.362153,0.123438,0.318599,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0009,0.570833,0.400826,0.311979,0.361221,0.117188,0.311960,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0010,0.574349,0.400141,0.316276,0.362763,0.109375,0.310002,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.446354,0.376137,0.257812,0.320400,0.295833,0.393129,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.474479,0.377845,0.253125,0.310112,0.272396,0.386389,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.481120,0.388997,0.253255,0.319707,0.265625,0.398497,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.517318,0.403540,0.238932,0.333406,0.243750,0.396763,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.524349,0.406265,0.241276,0.330275,0.234375,0.401275,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.532552,0.415789,0.247135,0.336110,0.220312,0.406760,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.530208,0.423298,0.252604,0.345486,0.217187,0.405735,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.545052,0.423762,0.250260,0.345983,0.204687,0.401754,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.541536,0.425073,0.258464,0.355008,0.200000,0.399603,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.544661,0.423066,0.255339,0.350797,0.200000,0.399603,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0001,0.494141,0.392578,0.280078,0.338461,0.225781,0.372144,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0002,0.519141,0.385523,0.287891,0.337242,0.192969,0.352189,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0003,0.550000,0.376934,0.268750,0.322198,0.181250,0.344400,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0004,0.597526,0.386716,0.259505,0.321897,0.142969,0.329606,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0005,0.603776,0.384487,0.268099,0.322952,0.128125,0.328280,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0006,0.603646,0.385695,0.270573,0.323257,0.125781,0.328777,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0007,0.600781,0.380747,0.273438,0.317740,0.125781,0.328777,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0008,0.604427,0.384731,0.267448,0.320761,0.128125,0.332723,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0009,0.612240,0.378527,0.261979,0.313827,0.125781,0.333094,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0010,0.614583,0.378495,0.259635,0.312452,0.125781,0.333094,64
