scenario,generation,mean_correct,std_correct,mean_wrong_no_error,std_wrong_no_error,mean_error,std_error,n_contexts
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.484245,0.434477,0.237630,0.360286,0.278125,0.437696,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.480729,0.433956,0.238021,0.360671,0.281250,0.438567,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.476042,0.433444,0.238021,0.361001,0.285937,0.440370,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.480339,0.439086,0.238411,0.361357,0.281250,0.443605,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.482682,0.446978,0.237630,0.361770,0.279687,0.450812,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.483854,0.445989,0.238021,0.361550,0.278125,0.448797,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.492839,0.444903,0.239974,0.360580,0.267188,0.444385,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.468359,0.390521,0.264844,0.324266,0.266797,0.401091,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.490755,0.393138,0.264714,0.323842,0.244531,0.395322,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.498828,0.390619,0.279297,0.330834,0.221875,0.380567,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.523438,0.400195,0.283594,0.341804,0.192969,0.380253,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.527604,0.409394,0.284896,0.353363,0.187500,0.374272,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.535417,0.409849,0.288021,0.353035,0.176562,0.361651,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.535417,0.411202,0.289583,0.357664,0.175000,0.367315,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.532292,0.411560,0.282552,0.359102,0.185156,0.381484,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.546354,0.411159,0.265365,0.345764,0.188281,0.386554,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.558854,0.419298,0.251302,0.348280,0.189844,0.387009,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0001,0.476984,0.396789,0.263095,0.332764,0.259921,0.386609,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0002,0.501984,0.393873,0.260714,0.328542,0.237302,0.379831,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0003,0.510847,0.385689,0.270106,0.332043,0.219048,0.364606,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0004,0.533598,0.401760,0.272751,0.352987,0.193651,0.356901,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0005,0.563757,0.406880,0.268783,0.356047,0.167460,0.344210,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0006,0.582540,0.407605,0.265873,0.354103,0.151587,0.337802,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0007,0.583333,0.406202,0.273810,0.355924,0.142857,0.329082,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0008,0.594709,0.408532,0.267196,0.356242,0.138095,0.328942,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0009,0.598677,0.410975,0.264021,0.359762,0.137302,0.333719,63
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0010,0.600265,0.409798,0.264021,0.359537,0.135714,0.333412,63
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0001,0.494922,0.387297,0.271745,0.324009,0.233333,0.388322,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0002,0.531380,0.385080,0.274089,0.332051,0.194531,0.363746,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0003,0.546094,0.378393,0.275000,0.325679,0.178906,0.342818,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0004,0.570833,0.383592,0.292448,0.341099,0.136719,0.321855,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0005,0.582552,0.388304,0.299479,0.344329,0.117969,0.311342,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0006,0.582552,0.391864,0.305729,0.349883,0.111719,0.310369,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0007,0.573177,0.387863,0.312760,0.349183,0.114063,0.311992,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0008,0.565755,0.392017,0.319401,0.356871,0.114844,0.312781,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0009,0.561068,0.393292,0.322526,0.360117,0.116406,0.315858,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0010,0.550130,0.396664,0.333464,0.367335,0.116406,0.315858,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.458724,0.376408,0.270964,0.318361,0.270313,0.376883,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.492318,0.391593,0.263932,0.322308,0.243750,0.383333,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.492448,0.389579,0.270833,0.315642,0.236719,0.381439,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.521296,0.383949,0.270767,0.309211,0.207937,0.369088,63
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.554233,0.381141,0.256085,0.299227,0.189683,0.364687,63
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.580159,0.388394,0.260317,0.322935,0.159524,0.355130,63
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.594048,0.389342,0.264683,0.325206,0.141270,0.349024,63
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.597222,0.389481,0.261508,0.323969,0.141270,0.349024,63
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.600926,0.394144,0.257804,0.327943,0.141270,0.349024,63
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.595899,0.390991,0.262831,0.326365,0.141270,0.349024,63
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0001,0.498437,0.374719,0.299479,0.339873,0.202083,0.357331,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0002,0.533203,0.379436,0.287891,0.332353,0.178906,0.343512,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0003,0.550391,0.379508,0.288672,0.335027,0.160938,0.336470,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0004,0.557682,0.389453,0.301693,0.346217,0.140625,0.325488,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0005,0.565625,0.395197,0.318750,0.357071,0.115625,0.303534,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0006,0.561328,0.399353,0.328516,0.363374,0.110156,0.309785,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0007,0.568229,0.400699,0.321615,0.364694,0.110156,0.314363,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0008,0.567839,0.402434,0.322005,0.366719,0.110156,0.314363,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0009,0.561328,0.406396,0.328516,0.373020,0.110156,0.314363,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0010,0.561849,0.409725,0.327995,0.376490,0.110156,0.314363,64
