scenario,generation,mean_correct,std_correct,mean_wrong_no_error,std_wrong_no_error,mean_error,std_error,n_contexts
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.490885,0.439478,0.243490,0.360822,0.265625,0.435423,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.495573,0.441121,0.238802,0.359319,0.265625,0.435423,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.494401,0.439180,0.239193,0.359068,0.266406,0.434253,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.507292,0.448797,0.234896,0.361321,0.257812,0.434907,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.510807,0.448028,0.236068,0.360998,0.253125,0.432772,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.514323,0.449023,0.237240,0.360919,0.248438,0.433880,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.513151,0.449821,0.238411,0.362727,0.248438,0.433880,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.514323,0.449023,0.237240,0.360919,0.248438,0.433880,64
with_crossover_no_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.514323,0.449023,0.237240,0.360919,0.248438,0.433880,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.463281,0.386480,0.260156,0.319924,0.276562,0.406589,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.488672,0.387530,0.256120,0.312600,0.255208,0.398331,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.497135,0.388646,0.251953,0.314553,0.250911,0.399802,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.511719,0.394860,0.260156,0.327322,0.228125,0.388002,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.532813,0.405941,0.275000,0.341578,0.192188,0.374295,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.544661,0.405423,0.275651,0.340904,0.179688,0.371688,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.558594,0.408993,0.264062,0.342908,0.177344,0.379006,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.557813,0.409639,0.266406,0.342281,0.175781,0.379744,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.558984,0.406856,0.264453,0.337834,0.176563,0.379951,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.558984,0.410932,0.266797,0.343144,0.174219,0.379640,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0001,0.475391,0.392324,0.255469,0.316744,0.269141,0.397955,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0002,0.499089,0.395867,0.264974,0.326542,0.235938,0.382708,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0003,0.517969,0.402125,0.272656,0.339004,0.209375,0.375317,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0004,0.530990,0.404743,0.280729,0.347760,0.188281,0.372331,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0005,0.547005,0.409015,0.274870,0.348629,0.178125,0.367518,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0006,0.546354,0.417290,0.283333,0.361727,0.170313,0.366311,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0007,0.544792,0.414411,0.287240,0.360295,0.167969,0.366815,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0008,0.542448,0.418803,0.288021,0.363557,0.169531,0.370180,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0009,0.547526,0.415977,0.288411,0.362326,0.164062,0.366176,64
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0010,0.547917,0.418346,0.295052,0.368007,0.157031,0.365677,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0001,0.492318,0.382416,0.265104,0.317723,0.242578,0.364378,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0002,0.532812,0.386332,0.247266,0.311992,0.219922,0.355852,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0003,0.567187,0.385781,0.248437,0.309501,0.184375,0.341085,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0004,0.610026,0.381737,0.241927,0.311352,0.148047,0.310859,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0005,0.637891,0.385057,0.239844,0.313787,0.122266,0.298844,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0006,0.633333,0.392646,0.251823,0.332408,0.114844,0.291368,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0007,0.627865,0.393911,0.256120,0.333205,0.116016,0.295783,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0008,0.620833,0.393546,0.263151,0.334485,0.116016,0.296118,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0009,0.627865,0.397147,0.256510,0.336383,0.115625,0.305099,64
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0010,0.626693,0.396391,0.257682,0.339192,0.115625,0.305229,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.438021,0.379539,0.276302,0.330097,0.285677,0.405853,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.458073,0.394218,0.266406,0.331340,0.275521,0.402691,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.486458,0.402781,0.256771,0.328040,0.256771,0.403585,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.501042,0.407401,0.265625,0.342463,0.233333,0.407340,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.507292,0.407458,0.264062,0.338482,0.228646,0.409450,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.527995,0.419434,0.253255,0.341028,0.218750,0.413224,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.533333,0.424254,0.247917,0.345116,0.218750,0.410526,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.532552,0.419660,0.251823,0.342289,0.215625,0.411431,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.534896,0.418664,0.251042,0.340723,0.214062,0.408585,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.534115,0.416782,0.253385,0.340067,0.212500,0.405713,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0001,0.484245,0.375833,0.298307,0.338603,0.217448,0.360573,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0002,0.510938,0.385964,0.295052,0.338146,0.194010,0.343911,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0003,0.530208,0.394862,0.301823,0.350360,0.167969,0.337400,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0004,0.568750,0.417808,0.298437,0.362746,0.132812,0.312722,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0005,0.573698,0.416511,0.298958,0.361933,0.127344,0.315591,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0006,0.567969,0.414075,0.324219,0.374165,0.107812,0.299367,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0007,0.562500,0.418804,0.337500,0.383592,0.100000,0.293312,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0008,0.559375,0.418603,0.341406,0.383546,0.099219,0.290933,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0009,0.557552,0.415792,0.343229,0.380959,0.099219,0.290933,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0010,0.555990,0.415722,0.344792,0.381296,0.099219,0.290933,64
