scenario,generation,overall_mean_correct,overall_sd_correct,sem_correct,N_runs_correct,overall_mean_correct_pct,overall_sd_correct_pct,sem_correct_pct,overall_mean_wrong_no_error,overall_sd_wrong_no_error,sem_wrong_no_error,N_runs_wrong_no_error,overall_mean_wrong_no_error_pct,overall_sd_wrong_no_error_pct,sem_wrong_no_error_pct,overall_mean_error,overall_sd_error,sem_error,N_runs_error,overall_mean_error_pct,overall_sd_error_pct,sem_error_pct,n_batches
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.5538151,0.3899723201126983,0.038997232011269825,100.0,55.38151,38.99723201126983,3.8997232011269825,0.2704819,0.33261362203398354,0.033261362203398356,100.0,27.048189999999998,33.261362203398356,3.3261362203398357,0.17570329999999998,0.35085406032086386,0.03508540603208639,100.0,17.57033,35.08540603208638,3.508540603208639,10
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.5574869,0.39261526501511484,0.03926152650151148,100.0,55.74869,39.26152650151148,3.926152650151148,0.27329410000000004,0.33590627753353214,0.03359062775335321,100.0,27.329410000000003,33.59062775335321,3.359062775335321,0.1692186,0.35087560563347314,0.03508756056334732,100.0,16.92186,35.08756056334732,3.5087560563347315,10
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.5551302,0.3930344337644803,0.039303443376448026,100.0,55.513020000000004,39.30344337644803,3.9303443376448026,0.2769792,0.3384274590137673,0.03384274590137673,100.0,27.697919999999996,33.84274590137673,3.384274590137673,0.16789069999999998,0.35229416264307284,0.035229416264307284,100.0,16.78907,35.22941626430728,3.5229416264307285,10
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.5566536000000001,0.3959058807188747,0.03959058807188747,100.0,55.66536000000001,39.590588071887474,3.959058807188747,0.2760808,0.340590227601611,0.0340590227601611,100.0,27.60808,34.0590227601611,3.40590227601611,0.1672656,0.35374164160456273,0.03537416416045627,100.0,16.72656,35.374164160456274,3.537416416045627,10
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.559453,0.3984011833610498,0.03984011833610498,100.0,55.945299999999996,39.84011833610498,3.9840118336104977,0.2736719,0.34172746440228974,0.034172746440228975,100.0,27.36719,34.17274644022898,3.4172746440228976,0.166875,0.3541142303636931,0.03541142303636931,100.0,16.6875,35.411423036369314,3.541142303636931,10
with_crossover_with_mutation_no_diversity_no_syntax_repairs_no_validation,initial,0.39270800000000006,0.35438106824562327,0.035438106824562325,100.0,39.27080000000001,35.438106824562325,3.5438106824562325,0.265495,0.3188054721156917,0.031880547211569174,100.0,26.5495,31.880547211569173,3.1880547211569175,0.341797,0.3928256333065948,0.03928256333065948,100.0,34.179700000000004,39.28256333065948,3.928256333065948,10
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0001,0.46523444444444445,0.3724558130155139,0.03926028989662702,90.0,46.52344444444444,37.24558130155139,3.926028989662702,0.26228311111111113,0.312792557791666,0.032971230592383736,90.0,26.228311111111115,31.279255779166597,3.297123059238374,0.2724825555555555,0.38052015303465775,0.04011034597284504,90.0,27.248255555555552,38.05201530346577,4.011034597284504,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0002,0.49716422222222223,0.3760692354129405,0.03964117806076483,90.0,49.71642222222222,37.60692354129405,3.964117806076483,0.2593748888888889,0.3126175027200494,0.032952778167641326,90.0,25.937488888888886,31.26175027200494,3.295277816764133,0.24346066666666666,0.3683750888813427,0.03883014380440037,90.0,24.346066666666665,36.837508888134266,3.883014380440037,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0003,0.5119357777777778,0.3781229219810083,0.03985765563260445,90.0,51.193577777777776,37.81229219810083,3.9857655632604447,0.2648292222222222,0.31679443909463934,0.03339306592048501,90.0,26.48292222222222,31.679443909463934,3.3393065920485006,0.22323488888888893,0.361128455489504,0.03806628157485231,90.0,22.323488888888892,36.1128455489504,3.806628157485231,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0004,0.5404370000000001,0.3868010827801532,0.04077241410015395,90.0,54.04370000000001,38.68010827801532,4.077241410015395,0.2686775555555556,0.32842144091892195,0.0346186595246072,90.0,26.86775555555556,32.842144091892195,3.46186595246072,0.19088555555555556,0.3521016581219509,0.03711477358624298,90.0,19.088555555555555,35.210165812195086,3.711477358624298,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0005,0.5607203333333334,0.394272318246945,0.04155995146717039,90.0,56.07203333333334,39.427231824694495,4.155995146717039,0.2705294444444445,0.33635034479013204,0.03545443937732554,90.0,27.05294444444445,33.63503447901321,3.5454439377325544,0.16875,0.3439908674370765,0.03625982117994032,90.0,16.875,34.39908674370765,3.625982117994032,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0006,0.5692997777777777,0.39774520961526855,0.041926026360178434,90.0,56.92997777777777,39.774520961526854,4.192602636017844,0.2714987777777778,0.33987340192174526,0.03582580220608546,90.0,27.14987777777778,33.98734019217453,3.5825802206085458,0.15920122222222222,0.3407224964124864,0.035915304624066884,90.0,15.920122222222222,34.07224964124864,3.591530462406688,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0007,0.5702546666666668,0.3979110061742675,0.04194350285200027,90.0,57.02546666666668,39.79110061742675,4.194350285200027,0.2750581111111111,0.3424007792058676,0.03609221116356536,90.0,27.50581111111111,34.24007792058676,3.609221116356536,0.15468755555555555,0.3382655725510905,0.03565632210941266,90.0,15.468755555555555,33.82655725510905,3.5656322109412657,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0008,0.5683737777777778,0.3991299543444403,0.04207199127091496,90.0,56.837377777777775,39.912995434444035,4.207199127091496,0.28119222222222223,0.34680858569660966,0.036556834763432654,90.0,28.119222222222223,34.68085856966097,3.6556834763432655,0.15043411111111113,0.3366401076038428,0.035484983059743715,90.0,15.043411111111112,33.66401076038428,3.5484983059743715,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0009,0.5682147777777778,0.40005232810192504,0.04216921800183561,90.0,56.82147777777779,40.0052328101925,4.216921800183561,0.281872,0.34839408321160387,0.03672396087582994,90.0,28.1872,34.839408321160384,3.672396087582994,0.149913,0.3368294771439343,0.03550494436194864,90.0,14.991299999999999,33.68294771439343,3.5504944361948643,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,evo_gen_0010,0.5700375555555556,0.4016497026631627,0.04233759606483305,90.0,57.00375555555556,40.16497026631627,4.2337596064833045,0.2807435555555556,0.3495945549333023,0.03685050170606964,90.0,28.07435555555556,34.95945549333023,3.685050170606964,0.14921866666666667,0.3370885758422715,0.03553225576279965,90.0,14.921866666666666,33.70885758422715,3.553225576279965,9
with_crossover_with_mutation_no_diversity_no_syntax_repairs_with_validation,initial,0.39270800000000006,0.35438106824562327,0.035438106824562325,100.0,39.27080000000001,35.438106824562325,3.5438106824562325,0.265495,0.3188054721156917,0.031880547211569174,100.0,26.5495,31.880547211569173,3.1880547211569175,0.341797,0.3928256333065948,0.03928256333065948,100.0,34.179700000000004,39.28256333065948,3.928256333065948,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0001,0.4957422,0.3636717900221144,0.03636717900221144,100.0,49.574220000000004,36.367179002211444,3.636717900221144,0.27407560000000003,0.30999945671482204,0.030999945671482204,100.0,27.407560000000004,30.999945671482205,3.0999945671482205,0.2301822,0.356301512006391,0.0356301512006391,100.0,23.01822,35.6301512006391,3.56301512006391,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0002,0.5316667,0.36218321083468963,0.036218321083468966,100.0,53.16667,36.218321083468965,3.6218321083468967,0.27472650000000004,0.31025772795171047,0.031025772795171047,100.0,27.472650000000005,31.025772795171047,3.1025772795171047,0.1936067,0.3366831365572686,0.03366831365572686,100.0,19.36067,33.66831365572686,3.366831365572686,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0003,0.5561588,0.36590243335115025,0.03659024333511503,100.0,55.61588,36.59024333511503,3.659024333511503,0.2747396,0.3128036777574649,0.03128036777574649,100.0,27.473959999999998,31.28036777574649,3.128036777574649,0.16910139999999999,0.3206241395970892,0.03206241395970892,100.0,16.91014,32.06241395970892,3.206241395970892,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0004,0.5812759,0.370414157934048,0.0370414157934048,100.0,58.12759,37.0414157934048,3.70414157934048,0.2808725,0.32233714361537863,0.032233714361537866,100.0,28.08725,32.233714361537864,3.2233714361537866,0.13785160000000002,0.30580997407125987,0.030580997407125988,100.0,13.785160000000001,30.580997407125988,3.0580997407125987,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0005,0.5904297,0.3719875740393988,0.03719875740393988,100.0,59.04297,37.19875740393988,3.719875740393988,0.2853123,0.32799816388471975,0.03279981638847197,100.0,28.53123,32.799816388471974,3.279981638847197,0.12425789999999999,0.30114252799290836,0.030114252799290836,100.0,12.42579,30.114252799290835,3.0114252799290835,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0006,0.5938542,0.37667153930318426,0.03766715393031843,100.0,59.385419999999996,37.66715393031843,3.7667153930318427,0.28794279999999994,0.3341991597029254,0.03341991597029254,100.0,28.794279999999993,33.41991597029254,3.341991597029254,0.11820320000000002,0.29810912195907746,0.029810912195907747,100.0,11.820320000000002,29.810912195907747,2.9810912195907746,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0007,0.5928646,0.37932954642552424,0.037932954642552426,100.0,59.28646,37.932954642552424,3.7932954642552428,0.29240889999999997,0.33680234262271913,0.033680234262271916,100.0,29.240889999999997,33.68023426227191,3.3680234262271918,0.11472660000000001,0.29469775137007026,0.029469775137007027,100.0,11.472660000000001,29.469775137007026,2.946977513700703,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0008,0.5910287,0.3812129006621,0.03812129006621,100.0,59.102869999999996,38.12129006621,3.812129006621,0.2976042,0.34137520521531434,0.034137520521531434,100.0,29.76042,34.137520521531435,3.4137520521531433,0.11136739999999999,0.2926811594647256,0.02926811594647256,100.0,11.13674,29.268115946472562,2.926811594647256,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0009,0.5917577,0.3830671740201816,0.03830671740201816,100.0,59.17577000000001,38.30671740201816,3.830671740201816,0.29769530000000005,0.3442425892029801,0.03442425892029801,100.0,29.769530000000007,34.424258920298016,3.442425892029801,0.1105467,0.2924101376780721,0.02924101376780721,100.0,11.05467,29.24101376780721,2.924101376780721,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,evo_gen_0010,0.5917057,0.384383107411766,0.0384383107411766,100.0,59.17057,38.4383107411766,3.8438310741176602,0.2998569,0.3473775784454667,0.03473775784454667,100.0,29.985689999999998,34.73775784454667,3.473775784454667,0.1084375,0.2915337224763183,0.029153372247631832,100.0,10.84375,29.153372247631832,2.9153372247631832,10
with_crossover_with_mutation_no_diversity_with_both_syntax_no_validation,initial,0.39270800000000006,0.35438106824562327,0.035438106824562325,100.0,39.27080000000001,35.438106824562325,3.5438106824562325,0.265495,0.3188054721156917,0.031880547211569174,100.0,26.5495,31.880547211569173,3.1880547211569175,0.341797,0.3928256333065948,0.03928256333065948,100.0,34.179700000000004,39.28256333065948,3.928256333065948,10
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0001,0.45261719999999994,0.36000700320857953,0.036000700320857955,100.0,45.26172,36.00070032085795,3.6000700320857955,0.2671874,0.3066876370993553,0.030668763709935532,100.0,26.71874,30.668763709935533,3.0668763709935534,0.2801952,0.3706623165037679,0.03706623165037679,100.0,28.019519999999996,37.06623165037679,3.706623165037679,10
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0002,0.4779687000000001,0.3683021742690273,0.03683021742690273,100.0,47.796870000000006,36.83021742690273,3.6830217426902725,0.2582812,0.30383322794422946,0.030383322794422945,100.0,25.82812,30.383322794422945,3.0383322794422947,0.26375000000000004,0.37096492919035085,0.037096492919035086,100.0,26.375000000000004,37.096492919035086,3.7096492919035087,10
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0003,0.4942188,0.3733526913295932,0.03733526913295932,100.0,49.42188,37.33526913295932,3.733526913295932,0.25505200000000006,0.30447891444933,0.030447891444933,100.0,25.505200000000006,30.447891444933,3.0447891444933,0.2507291,0.37379190807899165,0.037379190807899164,100.0,25.072909999999997,37.379190807899164,3.7379190807899163,10
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0004,0.5171443333333333,0.38155261881145097,0.040219177421539756,90.0,51.71443333333333,38.155261881145094,4.021917742153976,0.2531105555555556,0.31387184313765976,0.033084997257003174,90.0,25.311055555555562,31.387184313765975,3.3084997257003175,0.22974533333333333,0.37586283327980646,0.0396194213656108,90.0,22.974533333333333,37.586283327980645,3.96194213656108,9
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0005,0.5316696666666667,0.3864860598184913,0.0407392077643505,90.0,53.16696666666667,38.64860598184913,4.07392077643505,0.25299466666666665,0.3161038726562357,0.03332027382645081,90.0,25.299466666666664,31.61038726562357,3.332027382645081,0.2153357777777778,0.3738731942604345,0.039409694998185495,90.0,21.53357777777778,37.387319426043454,3.9409694998185496,9
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0006,0.540625,0.39117859744295597,0.041233844660995306,90.0,54.0625,39.11785974429559,4.12338446609953,0.2545138888888889,0.32026861076518165,0.03375927576919653,90.0,25.451388888888886,32.026861076518166,3.3759275769196533,0.2048608888888889,0.37594269240287453,0.039627839256305426,90.0,20.48608888888889,37.59426924028745,3.962783925630543,9
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0007,0.5447337777777778,0.395462042161019,0.04168535937901187,90.0,54.47337777777778,39.5462042161019,4.168535937901187,0.253964,0.32363052026141503,0.03411365214571142,90.0,25.396400000000003,32.3630520261415,3.411365214571142,0.20130188888888892,0.37631064060127284,0.0396666244019019,90.0,20.130188888888892,37.63106406012729,3.96666244019019,9
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.5516636666666666,0.39583278963213125,0.04172443959386061,90.0,55.166366666666654,39.583278963213125,4.172443959386061,0.25068,0.3215222046239356,0.03389141616434527,90.0,25.068,32.15222046239356,3.389141616434527,0.19765611111111114,0.3749479833329078,0.03952298771396134,90.0,19.765611111111113,37.49479833329078,3.9522987713961335,9
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.5530237777777778,0.3955501680296109,0.041694648661196244,90.0,55.30237777777778,39.55501680296109,4.1694648661196245,0.25235844444444444,0.32298038924213723,0.0340451223190966,90.0,25.235844444444446,32.29803892421372,3.40451223190966,0.19461799999999999,0.37337961796323427,0.03935766748824466,90.0,19.4618,37.33796179632343,3.935766748824466,9
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.5558736666666667,0.3946408885573103,0.041598802189126045,90.0,55.58736666666667,39.46408885573103,4.159880218912605,0.25159155555555557,0.32212486571481724,0.03395494222115686,90.0,25.159155555555557,32.212486571481726,3.395494222115686,0.19253466666666666,0.372920354242616,0.0393092568414501,90.0,19.253466666666665,37.2920354242616,3.9309256841450098,9
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,initial,0.39270800000000006,0.35438106824562327,0.035438106824562325,100.0,39.27080000000001,35.438106824562325,3.5438106824562325,0.265495,0.3188054721156917,0.031880547211569174,100.0,26.5495,31.880547211569173,3.1880547211569175,0.341797,0.3928256333065948,0.03928256333065948,100.0,34.179700000000004,39.28256333065948,3.928256333065948,10
