scenario,generation,mean_correct,std_correct,mean_wrong_no_error,std_wrong_no_error,mean_error,std_error,n_contexts
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0008,0.564583,0.415586,0.251823,0.332461,0.183594,0.376181,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0009,0.564583,0.414726,0.251823,0.333771,0.183594,0.378285,64
with_crossover_with_mutation_with_diversity_no_syntax_repairs_no_validation,evo_gen_0010,0.562630,0.412019,0.256120,0.335690,0.181250,0.378751,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,initial,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0001,0.514583,0.373995,0.286198,0.315076,0.199219,0.351696,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0002,0.525781,0.384438,0.292969,0.334450,0.181250,0.349092,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0003,0.550130,0.386958,0.289714,0.333015,0.160156,0.327349,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0004,0.577214,0.401143,0.296224,0.343303,0.126562,0.310781,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0005,0.584375,0.402263,0.307812,0.359367,0.107812,0.299367,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0006,0.595833,0.403031,0.301042,0.357705,0.103125,0.293295,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0007,0.605078,0.403978,0.294922,0.359375,0.100000,0.293312,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0008,0.607682,0.401741,0.292318,0.356117,0.100000,0.293312,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0009,0.605990,0.408274,0.294010,0.363943,0.100000,0.293312,64
with_crossover_with_mutation_with_diversity_with_both_syntax_with_validation_vw1p5,evo_gen_0010,0.606771,0.408699,0.294792,0.363137,0.098437,0.288671,64
