scenario,generation,mean_correct,std_correct,mean_wrong_no_error,std_wrong_no_error,mean_error,std_error,n_contexts
benchmark_questions,evo_gen_0001,0.392708,0.371678,0.265495,0.334366,0.341797,0.411999,64
benchmark_questions,evo_gen_0002,0.411068,0.368649,0.286198,0.341608,0.302734,0.402574,64
benchmark_questions,evo_gen_0003,0.422786,0.364581,0.291667,0.339399,0.285547,0.388878,64
benchmark_questions,evo_gen_0004,0.425911,0.362403,0.293229,0.339201,0.280859,0.384773,64
benchmark_questions,evo_gen_0005,0.427474,0.361958,0.296354,0.339834,0.276172,0.383888,64
benchmark_questions,evo_gen_0006,0.430599,0.362251,0.299479,0.340902,0.269922,0.383441,64
benchmark_questions,evo_gen_0007,0.432943,0.361658,0.301823,0.342118,0.265234,0.381585,64
benchmark_questions,evo_gen_0008,0.438411,0.361275,0.302604,0.342287,0.258984,0.377606,64
benchmark_questions,evo_gen_0009,0.446224,0.363633,0.302604,0.342287,0.251172,0.373487,64
benchmark_questions,evo_gen_0010,0.447786,0.363646,0.302604,0.342287,0.249609,0.372212,64
